,dw_nominate,govtrack_id,at_large,chamber,congress,date_of_birth,district,first_name,gender,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,office,party,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,votes_with_party_pct,opensecrets,bioguide,ideaology,Finance
104,-0.276,412544,False,House,115,1963-04-16,6,John,M,False,Delaney,2019-04-08 10:25:08 -0400,,,39.0,3.22,2018,1632 Longworth House Office Building,D,,6,Rep.,MD,,,Representative,2.0,1212.0,93.41,N00033897,D000620,"{'AgFood': '-0.05606060606060606', 'DefenseGlobal': '0.05926470588235295', 'EnergyTransport': '0.002521212121212126', 'Finance': '-0.07424840764331207', 'Health': '-0.017652777777777774', 'LaborEmployment': '-0.036333333333333336'}","{'Health': 11000, 'Finance, Insurance & Real Estate': 110050, 'Defense & Global Relations': 4500, 'Agriculture, Food, & Consumer Goods': 2500, 'Labor/Employment': 5000, 'Energy & Transportation': 8500}"
105,-0.416,400103,False,House,115,1943-03-02,3,Rosa,F,False,DeLauro,2019-04-08 10:25:08 -0400,,,81.0,6.68,2018,2413 Rayburn House Office Building,D,,28,Rep.,CT,,,Representative,1.0,1212.0,95.65,N00000615,D000216,"{'AgFood': '-0.12753571428571428', 'DefenseGlobal': '0.05346728971962617', 'EnergyTransport': '0.022890322580645158', 'Finance': '-0.0191969696969697', 'Health': '0.019000000000000006', 'LaborEmployment': '0.04845454545454546'}","{'Health': 150663, 'Finance, Insurance & Real Estate': 226275, 'Defense & Global Relations': 54055, 'Agriculture, Food, & Consumer Goods': 25695, 'Labor/Employment': 240200, 'Energy & Transportation': 28040}"
106,-0.279,412505,False,House,115,1962-02-17,1,Suzan,F,False,DelBene,2019-04-08 10:25:08 -0400,,K.,2.0,0.17,2018,2442 Rayburn House Office Building,D,,8,Rep.,WA,,,Representative,2.0,1212.0,94.11,N00030693,D000617,"{'AgFood': '-0.0938846153846154', 'DefenseGlobal': '0.03699999999999999', 'EnergyTransport': '0.012092485549132951', 'Finance': '-0.05154901960784311', 'Health': '-0.007324675324675318', 'LaborEmployment': '0.04845454545454546'}","{'Health': 251293, 'Finance, Insurance & Real Estate': 538943, 'Defense & Global Relations': 29243, 'Agriculture, Food, & Consumer Goods': 100732, 'Labor/Employment': 100375, 'Energy & Transportation': 93401}"
107,-0.346,412696,False,House,115,1957-03-12,10,Val,F,False,Demings,2019-04-08 10:25:08 -0400,,,17.0,1.4,2018,238 Cannon House Office Building,D,,2,Rep.,FL,,,Representative,0.0,1212.0,94.87,N00033449,D000627,"{'AgFood': '-0.04880000000000001', 'DefenseGlobal': '-0.061714285714285715', 'EnergyTransport': '-0.010657142857142856', 'Finance': '-0.017666666666666667', 'Health': '-0.14752941176470585', 'LaborEmployment': '0.1505'}","{'Health': 94766, 'Finance, Insurance & Real Estate': 155305, 'Defense & Global Relations': 21475, 'Agriculture, Food, & Consumer Goods': 16750, 'Labor/Employment': 86025, 'Energy & Transportation': 21300}"
108,0.306,412403,False,House,115,1967-07-29,10,Jeffrey,M,False,Denham,2019-04-08 10:25:08 -0400,,,80.0,6.6,2018,1730 Longworth House Office Building,R,,8,Rep.,CA,,,Representative,0.0,1212.0,92.01,N00031593,D000612,"{'AgFood': '-0.0828148148148148', 'DefenseGlobal': '0.06582828282828285', 'EnergyTransport': '0.02250847457627119', 'Finance': '-0.10261805555555556', 'Health': '-0.05238749999999999', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 138134, 'Finance, Insurance & Real Estate': 1017720, 'Defense & Global Relations': 20300, 'Agriculture, Food, & Consumer Goods': 719723, 'Labor/Employment': 181500, 'Energy & Transportation': 860808}"
109,0.244,400648,False,House,115,1960-05-24,15,Charlie,M,False,Dent,2019-04-08 10:25:08 -0400,,,19.0,2.13,2018,2082 Rayburn House Office Building,R,,14,Rep.,PA,,,Representative,0.0,892.0,93.78,N00026171,D000604,"{'AgFood': '-0.12914285714285714', 'DefenseGlobal': '0.08324210526315792', 'EnergyTransport': '0.04701550387596899', 'Finance': '-0.10887500000000001', 'Health': '-0.0049692307692307544', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 113700, 'Finance, Insurance & Real Estate': 149760, 'Defense & Global Relations': 24500, 'Agriculture, Food, & Consumer Goods': 4200, 'Labor/Employment': 27000, 'Energy & Transportation': 42000}"
110,0.663,412526,False,House,115,1978-09-14,6,Ron,M,False,DeSantis,2019-04-08 10:25:08 -0400,,,116.0,10.5,2018,1524 Longworth House Office Building,R,,6,Rep.,FL,,,Representative,0.0,1105.0,94.21,N00034746,D000621,"{'AgFood': '0.013477272727272728', 'DefenseGlobal': '0.0528953488372093', 'EnergyTransport': '0.05592125984251968', 'Finance': '-0.10438297872340427', 'Health': '-0.047837837837837835', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 2652, 'Finance, Insurance & Real Estate': 11418, 'Defense & Global Relations': 8000, 'Agriculture, Food, & Consumer Goods': 500, 'Labor/Employment': 1000, 'Energy & Transportation': 4402}"
111,-0.532,412613,False,House,115,1952-03-31,11,Mark,M,False,DeSaulnier,2019-04-08 10:25:08 -0400,,,18.0,1.49,2018,115 Cannon House Office Building,D,,4,Rep.,CA,,,Representative,0.0,1212.0,93.44,N00030709,D000623,"{'AgFood': '-0.0938', 'DefenseGlobal': '0.006430232558139529', 'EnergyTransport': '0.04265591397849461', 'Finance': '0.03012631578947369', 'Health': '-0.009759999999999984', 'LaborEmployment': '0.1204'}","{'Health': 19697, 'Finance, Insurance & Real Estate': 96281, 'Defense & Global Relations': 2500, 'Agriculture, Food, & Consumer Goods': 10200, 'Labor/Employment': 153500, 'Energy & Transportation': 61733}"
112,0.593,412477,False,House,115,1964-02-21,4,Scott,M,False,DesJarlais,2019-04-08 10:25:08 -0400,,,52.0,4.29,2018,2301 Rayburn House Office Building,R,,8,Rep.,TN,,,Representative,0.0,1212.0,97.06,N00030957,D000616,"{'AgFood': '0.08907894736842108', 'DefenseGlobal': '0.022438775510204085', 'EnergyTransport': '0.06484', 'Finance': '-0.10877777777777779', 'Health': '-0.07417948717948718', 'LaborEmployment': '-0.003882352941176471'}","{'Health': 32700, 'Finance, Insurance & Real Estate': 122000, 'Defense & Global Relations': 18500, 'Agriculture, Food, & Consumer Goods': 59300, 'Labor/Employment': 0, 'Energy & Transportation': 51650}"
113,-0.4,412385,False,House,115,1966-05-07,22,Ted,M,False,Deutch,2019-04-08 10:25:08 -0400,,,86.0,7.1,2018,2447 Rayburn House Office Building,D,,10,Rep.,FL,,,Representative,2.0,1212.0,94.29,N00031317,D000610,"{'AgFood': '-0.07920833333333333', 'DefenseGlobal': '0.04717431192660552', 'EnergyTransport': '0.028668749999999965', 'Finance': '-0.004564516129032254', 'Health': '0.02377941176470591', 'LaborEmployment': '0.0969'}","{'Health': 43459, 'Finance, Insurance & Real Estate': 428058, 'Defense & Global Relations': 9000, 'Agriculture, Food, & Consumer Goods': 12650, 'Labor/Employment': 70505, 'Energy & Transportation': 42150}"
114,0.276,400108,False,House,115,1961-09-25,25,Mario,M,False,Diaz-Balart,2019-04-08 10:25:08 -0400,,,91.0,7.51,2018,440 Cannon House Office Building,R,,16,Rep.,FL,,,Representative,0.0,1212.0,93.82,N00025337,D000600,"{'AgFood': '-0.047214285714285716', 'DefenseGlobal': '0.02789655172413792', 'EnergyTransport': '0.035135593220338976', 'Finance': '-0.09462000000000001', 'Health': '-0.04265882352941176', 'LaborEmployment': '0.03195238095238095'}","{'Health': 64350, 'Finance, Insurance & Real Estate': 498018, 'Defense & Global Relations': 165950, 'Agriculture, Food, & Consumer Goods': 126087, 'Labor/Employment': 186000, 'Energy & Transportation': 370045}"
115,-0.409,412637,False,House,115,1953-11-23,12,Debbie,F,False,Dingell,2019-04-08 10:25:08 -0400,,,13.0,1.07,2018,116 Cannon House Office Building,D,,4,Rep.,MI,,,Representative,3.0,1212.0,96.4,N00036149,D000624,"{'AgFood': '-0.04422222222222223', 'DefenseGlobal': '0.0009156626506024031', 'EnergyTransport': '0.03492307692307691', 'Finance': '0.010770833333333332', 'Health': '-0.008924528301886784', 'LaborEmployment': '0.1204'}","{'Health': 121084, 'Finance, Insurance & Real Estate': 220513, 'Defense & Global Relations': 31900, 'Agriculture, Food, & Consumer Goods': 41000, 'Labor/Employment': 153850, 'Energy & Transportation': 153375}"
116,-0.402,400111,False,House,115,1946-10-06,35,Lloyd,M,False,Doggett,2019-04-08 10:25:08 -0400,,,22.0,1.82,2018,2307 Rayburn House Office Building,D,,24,Rep.,TX,,,Representative,0.0,1212.0,94.6,N00006023,D000399,"{'AgFood': '-0.03580555555555556', 'DefenseGlobal': '0.07283809523809523', 'EnergyTransport': '0.022687116564417176', 'Finance': '0.0013129770992366403', 'Health': '0.04586153846153846', 'LaborEmployment': '0.04845454545454546'}","{'Health': 98980, 'Finance, Insurance & Real Estate': 268935, 'Defense & Global Relations': 4223, 'Agriculture, Food, & Consumer Goods': 16950, 'Labor/Employment': 180500, 'Energy & Transportation': 27915}"
117,0.227,412672,False,House,115,1956-11-06,11,Daniel,M,False,Donovan,2019-04-08 10:25:08 -0400,,M.,28.0,2.31,2018,1541 Longworth House Office Building,R,,4,Rep.,NY,,,Representative,0.0,1212.0,92.88,N00036928,D000625,"{'AgFood': '-0.08171428571428573', 'DefenseGlobal': '-0.0030875000000000026', 'EnergyTransport': '0.03340298507462686', 'Finance': '-0.0672843137254902', 'Health': '-0.12367857142857143', 'LaborEmployment': '-0.01490909090909091'}","{'Health': 144850, 'Finance, Insurance & Real Estate': 790627, 'Defense & Global Relations': 18500, 'Agriculture, Food, & Consumer Goods': 46307, 'Labor/Employment': 229633, 'Energy & Transportation': 171525}"
118,-0.33,400114,False,House,115,1953-08-05,14,Mike,M,False,Doyle,2019-04-08 10:25:08 -0400,,,24.0,1.98,2018,239 Cannon House Office Building,D,,24,Rep.,PA,,,Representative,1.0,1212.0,95.44,N00001373,D000482,"{'AgFood': '-0.06614285714285714', 'DefenseGlobal': '0.05898113207547169', 'EnergyTransport': '0.024852760736196286', 'Finance': '-0.021477611940298503', 'Health': '0.03115714285714286', 'LaborEmployment': '0.0969'}","{'Health': 66410, 'Finance, Insurance & Real Estate': 173715, 'Defense & Global Relations': 13000, 'Agriculture, Food, & Consumer Goods': 20500, 'Labor/Employment': 193500, 'Energy & Transportation': 126250}"
119,0.508,412488,False,House,115,1971-10-03,7,Sean,M,False,Duffy,2019-04-08 10:25:08 -0400,,,44.0,3.63,2018,2330 Rayburn House Office Building,R,,8,Rep.,WI,,,Representative,0.0,1212.0,94.93,N00030967,D000614,"{'AgFood': '-0.04052777777777779', 'DefenseGlobal': '0.038640776699029114', 'EnergyTransport': '0.05389473684210526', 'Finance': '-0.10686111111111114', 'Health': '-0.03387804878048781', 'LaborEmployment': '0.0215'}","{'Health': 146250, 'Finance, Insurance & Real Estate': 1560427, 'Defense & Global Relations': 16000, 'Agriculture, Food, & Consumer Goods': 138175, 'Labor/Employment': 49000, 'Energy & Transportation': 191100}"
120,0.604,400116,False,House,115,1947-07-21,2,John,M,False,Duncan,2019-04-08 10:25:08 -0400,,J.,28.0,2.31,2018,2207 Rayburn House Office Building,R,,32,Rep.,TN,,Jr.,Representative,0.0,1212.0,89.48,N00003209,D000533,"{'AgFood': '0.07374358974358976', 'DefenseGlobal': '0.023078947368421057', 'EnergyTransport': '0.05737142857142856', 'Finance': '-0.10471942446043164', 'Health': '-0.076625', 'LaborEmployment': '-0.003882352941176471'}","{'Health': -5150, 'Finance, Insurance & Real Estate': 31450, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 0, 'Labor/Employment': 6500, 'Energy & Transportation': 39500}"
121,0.742,412472,False,House,115,1966-01-07,3,Jeffrey,M,False,Duncan,2019-04-08 10:25:08 -0400,,,91.0,7.51,2018,2229 Rayburn House Office Building,R,,8,Rep.,SC,,,Representative,0.0,1212.0,94.98,N00030752,D000615,"{'AgFood': '0.038833333333333345', 'DefenseGlobal': '0.00997142857142856', 'EnergyTransport': '0.04166153846153845', 'Finance': '-0.12100000000000001', 'Health': '-0.07854166666666668', 'LaborEmployment': '0.04557894736842106'}","{'Health': 101450, 'Finance, Insurance & Real Estate': 178840, 'Defense & Global Relations': 20000, 'Agriculture, Food, & Consumer Goods': 10250, 'Labor/Employment': 2500, 'Energy & Transportation': 153950}"
122,0.501,412691,False,House,115,1953-02-16,2,Neal,M,False,Dunn,2019-04-08 10:25:08 -0400,,,28.0,2.31,2018,423 Cannon House Office Building,R,,2,Rep.,FL,,,Representative,0.0,1212.0,98.39,N00037442,D000628,"{'AgFood': '-0.020454545454545458', 'DefenseGlobal': '-0.08073076923076924', 'EnergyTransport': '0.036499999999999984', 'Finance': '-0.09301408450704225', 'Health': '-0.23108571428571426', 'LaborEmployment': '0.06788888888888889'}","{'Health': 353645, 'Finance, Insurance & Real Estate': 208651, 'Defense & Global Relations': 22000, 'Agriculture, Food, & Consumer Goods': 163963, 'Labor/Employment': 0, 'Energy & Transportation': 71300}"
123,-0.537,412215,False,House,115,1963-08-04,5,Keith,M,False,Ellison,2019-04-08 10:25:08 -0400,,,210.0,17.33,2018,2263 Rayburn House Office Building,D,,12,Rep.,MN,,,Representative,5.0,1212.0,92.38,N00028257,E000288,"{'AgFood': '-0.1444642857142857', 'DefenseGlobal': '0.11477108433734942', 'EnergyTransport': '0.02655629139072846', 'Finance': '-0.006462264150943395', 'Health': '0.11376470588235295', 'LaborEmployment': '-0.025500000000000002'}","{'Health': 153126, 'Finance, Insurance & Real Estate': 168887, 'Defense & Global Relations': 2456, 'Agriculture, Food, & Consumer Goods': 19865, 'Labor/Employment': 72940, 'Energy & Transportation': 13337}"
124,0.434,412639,False,House,115,1961-03-03,6,Tom,M,False,Emmer,2019-04-08 10:25:08 -0400,,,13.0,1.07,2018,315 Cannon House Office Building,R,,4,Rep.,MN,,,Representative,0.0,1212.0,94.81,N00035440,E000294,"{'AgFood': '-0.04966666666666667', 'DefenseGlobal': '-0.01190322580645162', 'EnergyTransport': '0.060220930232558124', 'Finance': '-0.06561666666666667', 'Health': '-0.041622950819672135', 'LaborEmployment': '0.0454'}","{'Health': 105805, 'Finance, Insurance & Real Estate': 814079, 'Defense & Global Relations': 11000, 'Agriculture, Food, & Consumer Goods': 161765, 'Labor/Employment': 85500, 'Energy & Transportation': 180069}"
125,-0.408,400122,False,House,115,1947-02-18,16,Eliot,M,False,Engel,2019-04-08 10:25:08 -0400,,L.,61.0,5.03,2018,2462 Rayburn House Office Building,D,,30,Rep.,NY,,,Representative,2.0,1212.0,94.59,N00001003,E000179,"{'AgFood': '-0.13562499999999997', 'DefenseGlobal': '0.057759615384615395', 'EnergyTransport': '0.024445161290322558', 'Finance': '-0.023279999999999995', 'Health': '0.013328125000000012', 'LaborEmployment': '0.04845454545454546'}","{'Health': 148125, 'Finance, Insurance & Real Estate': 477008, 'Defense & Global Relations': 38000, 'Agriculture, Food, & Consumer Goods': 32350, 'Labor/Employment': 93750, 'Energy & Transportation': 70350}"
126,-0.381,400124,False,House,115,1942-12-13,18,Anna,F,False,Eshoo,2019-04-08 10:25:08 -0400,,G.,73.0,6.02,2018,241 Cannon House Office Building,D,,26,Rep.,CA,,,Representative,1.0,1212.0,94.53,N00007335,E000215,"{'AgFood': '-0.12534615384615383', 'DefenseGlobal': '0.05589423076923077', 'EnergyTransport': '0.024283950617283945', 'Finance': '-0.02034814814814815', 'Health': '0.019676470588235313', 'LaborEmployment': '0.04845454545454546'}","{'Health': 283565, 'Finance, Insurance & Real Estate': 296671, 'Defense & Global Relations': 14500, 'Agriculture, Food, & Consumer Goods': 14950, 'Labor/Employment': 61500, 'Energy & Transportation': 53901}"
127,-0.623,412718,False,House,115,1954-09-27,13,Adriano,M,False,Espaillat,2019-04-08 10:25:08 -0400,,,13.0,1.07,2018,1630 Longworth House Office Building,D,,2,Rep.,NY,,,Representative,1.0,1212.0,94.56,N00034549,E000297,"{'AgFood': '-0.04880000000000001', 'DefenseGlobal': '-0.06990566037735849', 'EnergyTransport': '-0.010484848484848486', 'Finance': '0.029740740740740738', 'Health': '-0.13983870967741932', 'LaborEmployment': '0.1505'}","{'Health': 68937, 'Finance, Insurance & Real Estate': 174161, 'Defense & Global Relations': 3000, 'Agriculture, Food, & Consumer Goods': 40450, 'Labor/Employment': 146000, 'Energy & Transportation': 22463}"
128,0.549,412735,False,House,115,1956-07-19,4,Ron,M,False,Estes,2019-04-08 10:25:08 -0400,,,10.0,1.01,2018,2452 Rayburn House Office Building,R,,2,Rep.,KS,,,Representative,0.0,988.0,98.26,N00040712,E000298,"{'AgFood': '0.05515384615384616', 'DefenseGlobal': '-0.08104166666666668', 'EnergyTransport': '0.018035714285714287', 'Finance': '-0.08453846153846153', 'Health': '-0.2052857142857143', 'LaborEmployment': '0.11524999999999999'}","{'Health': 127546, 'Finance, Insurance & Real Estate': 374893, 'Defense & Global Relations': 30100, 'Agriculture, Food, & Consumer Goods': 108231, 'Labor/Employment': 11000, 'Energy & Transportation': 364775}"
129,-0.315,412524,False,House,115,1959-08-25,5,Elizabeth,F,False,Esty,2019-04-08 10:25:08 -0400,,,5.0,0.41,2018,221 Cannon House Office Building,D,,6,Rep.,CT,,,Representative,1.0,1211.0,95.34,N00033217,E000293,"{'AgFood': '-0.04607142857142858', 'DefenseGlobal': '0.05592079207920793', 'EnergyTransport': '0.02007878787878786', 'Finance': '-0.059553333333333305', 'Health': '-0.027289473684210523', 'LaborEmployment': '-0.036333333333333336'}","{'Health': 103336, 'Finance, Insurance & Real Estate': 281659, 'Defense & Global Relations': 13000, 'Agriculture, Food, & Consumer Goods': 6487, 'Labor/Employment': 127166, 'Energy & Transportation': 66110}"
130,-0.451,412677,False,House,115,1954-05-16,2,Dwight,M,False,Evans,2019-04-08 10:25:08 -0400,,,10.0,0.83,2018,1105 Longworth House Office Building,D,,4,Rep.,PA,,,Representative,3.0,1212.0,94.74,N00038450,E000296,"{'AgFood': '0.12775', 'DefenseGlobal': '-0.046407407407407404', 'EnergyTransport': '-0.008432432432432432', 'Finance': '-0.006451612903225811', 'Health': '-0.12175757575757573', 'LaborEmployment': '0.1505'}","{'Health': 48961, 'Finance, Insurance & Real Estate': 338809, 'Defense & Global Relations': 4075, 'Agriculture, Food, & Consumer Goods': 46785, 'Labor/Employment': 148550, 'Energy & Transportation': 31023}"
131,0.548,412482,False,House,115,1961-12-12,27,Blake,M,False,Farenthold,2019-04-08 10:25:08 -0400,,,6.0,0.71,2018,2331 Rayburn House Office Building,R,,8,Rep.,TX,,,Representative,0.0,841.0,96.87,N00031672,F000460,"{'AgFood': '0.01960869565217389', 'DefenseGlobal': '0.04372413793103447', 'EnergyTransport': '0.0717421875', 'Finance': '-0.12476984126984125', 'Health': '0.007507462686567163', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 18000, 'Finance, Insurance & Real Estate': 99249, 'Defense & Global Relations': 3000, 'Agriculture, Food, & Consumer Goods': 21881, 'Labor/Employment': 13000, 'Energy & Transportation': 87884}"
132,0.234,412719,False,House,115,1952-08-25,19,John,M,False,Faso,2019-04-08 10:25:08 -0400,,,8.0,0.66,2018,1616 Longworth House Office Building,R,,2,Rep.,NY,,,Representative,0.0,1212.0,89.32,N00037288,F000464,"{'AgFood': '-0.008499999999999997', 'DefenseGlobal': '-0.10043181818181819', 'EnergyTransport': '-0.021814814814814815', 'Finance': '-0.10092647058823528', 'Health': '-0.25054545454545457', 'LaborEmployment': '0.01642857142857143'}","{'Health': 119379, 'Finance, Insurance & Real Estate': 1304306, 'Defense & Global Relations': 4500, 'Agriculture, Food, & Consumer Goods': 147256, 'Labor/Employment': 59000, 'Energy & Transportation': 301598}"
133,0.522,412700,False,House,115,1966-11-15,3,A.,M,False,Ferguson,2019-04-08 10:25:08 -0400,,Drew,6.0,0.5,2018,1032 Longworth House Office Building,R,,2,Rep.,GA,,,Representative,0.0,1212.0,98.33,N00039090,F000465,"{'AgFood': '0.02374999999999999', 'DefenseGlobal': '-0.061980769230769235', 'EnergyTransport': '0.03767741935483869', 'Finance': '-0.09040277777777778', 'Health': '-0.22466666666666665', 'LaborEmployment': '-0.0009999999999999992'}","{'Health': 211550, 'Finance, Insurance & Real Estate': 353852, 'Defense & Global Relations': 4500, 'Agriculture, Food, & Consumer Goods': 82830, 'Labor/Employment': 44500, 'Energy & Transportation': 146098}"
134,0.215,412721,False,House,115,1973-12-17,8,Brian,M,False,Fitzpatrick,2019-04-08 10:25:08 -0400,,,4.0,0.33,2018,514 Cannon House Office Building,R,,2,Rep.,PA,,,Representative,0.0,1212.0,81.46,N00038779,F000466,"{'AgFood': '-0.01671428571428572', 'DefenseGlobal': '-0.07235185185185185', 'EnergyTransport': '0.008166666666666666', 'Finance': '-0.08830555555555555', 'Health': '-0.21791666666666665', 'LaborEmployment': '0.07611111111111112'}","{'Health': 208619, 'Finance, Insurance & Real Estate': 948545, 'Defense & Global Relations': 29850, 'Agriculture, Food, & Consumer Goods': 70658, 'Labor/Employment': 243000, 'Energy & Transportation': 208940}"
135,0.471,412476,False,House,115,1962-10-11,3,Chuck,M,False,Fleischmann,2019-04-08 10:25:08 -0400,,,1.0,0.08,2018,2410 Rayburn House Office Building,R,,8,Rep.,TN,,,Representative,0.0,1212.0,97.26,N00030815,F000459,"{'AgFood': '0.016090909090909097', 'DefenseGlobal': '0.032660869565217375', 'EnergyTransport': '0.06534558823529409', 'Finance': '-0.0904248366013072', 'Health': '-0.03745454545454548', 'LaborEmployment': '0.0215'}","{'Health': 118687, 'Finance, Insurance & Real Estate': 318795, 'Defense & Global Relations': 76750, 'Agriculture, Food, & Consumer Goods': 57180, 'Labor/Employment': 13000, 'Energy & Transportation': 161300}"
136,0.604,412480,False,House,115,1954-02-25,17,Bill,M,False,Flores,2019-04-08 10:25:08 -0400,,,30.0,2.48,2018,2440 Rayburn House Office Building,R,,8,Rep.,TX,,,Representative,0.0,1212.0,95.24,N00031545,F000461,"{'AgFood': '-0.005461538461538471', 'DefenseGlobal': '0.034207207207207185', 'EnergyTransport': '0.061717557251908375', 'Finance': '-0.09622602739726031', 'Health': '-0.04993827160493826', 'LaborEmployment': '0.0215'}","{'Health': 201862, 'Finance, Insurance & Real Estate': 269407, 'Defense & Global Relations': 27500, 'Agriculture, Food, & Consumer Goods': 59507, 'Labor/Employment': 16000, 'Energy & Transportation': 349850}"
137,0.299,400640,False,House,115,1960-12-27,1,Jeff,M,False,Fortenberry,2019-04-08 10:25:08 -0400,,,30.0,2.48,2018,1514 Longworth House Office Building,R,,14,Rep.,NE,,,Representative,0.0,1212.0,94.05,N00026631,F000449,"{'AgFood': '-0.0846', 'DefenseGlobal': '0.045103448275862074', 'EnergyTransport': '0.05181159420289854', 'Finance': '-0.09131333333333336', 'Health': '-0.072', 'LaborEmployment': '0.0215'}","{'Health': 55800, 'Finance, Insurance & Real Estate': 204100, 'Defense & Global Relations': 46000, 'Agriculture, Food, & Consumer Goods': 49300, 'Labor/Employment': 24000, 'Energy & Transportation': 51950}"
138,-0.225,412257,False,House,115,1955-10-07,11,Bill,M,False,Foster,2019-04-08 10:25:08 -0400,,,26.0,2.15,2018,1224 Longworth House Office Building,D,,6,Rep.,IL,,,Representative,1.0,1212.0,93.9,N00029139,F000454,"{'AgFood': '-0.06407692307692309', 'DefenseGlobal': '0.054870370370370375', 'EnergyTransport': '0.028695121951219493', 'Finance': '-0.05573376623376621', 'Health': '-0.008972972972972955', 'LaborEmployment': '0.05133333333333333'}","{'Health': 113810, 'Finance, Insurance & Real Estate': 718593, 'Defense & Global Relations': 27335, 'Agriculture, Food, & Consumer Goods': 9396, 'Labor/Employment': 144200, 'Energy & Transportation': 68750}"
139,0.642,400643,False,House,115,1943-06-29,5,Virginia,F,False,Foxx,2019-04-08 10:25:08 -0400,,,1.0,0.08,2018,2262 Rayburn House Office Building,R,,12,Rep.,NC,,,Representative,0.0,1212.0,93.37,N00026166,F000450,"{'AgFood': '0.020681818181818183', 'DefenseGlobal': '0.02346491228070174', 'EnergyTransport': '0.04815555555555555', 'Finance': '-0.12238888888888891', 'Health': '-0.11586585365853658', 'LaborEmployment': '0.0215'}","{'Health': 96650, 'Finance, Insurance & Real Estate': 714387, 'Defense & Global Relations': 20100, 'Agriculture, Food, & Consumer Goods': 127304, 'Labor/Employment': 2500, 'Energy & Transportation': 158650}"
140,-0.403,412529,False,House,115,1948-05-16,21,Lois,F,False,Frankel,2019-04-08 10:25:08 -0400,,,83.0,6.85,2018,1037 Longworth House Office Building,D,,6,Rep.,FL,,,Representative,2.0,1212.0,94.84,N00002893,F000462,"{'AgFood': '-0.07583999999999999', 'DefenseGlobal': '0.04926666666666667', 'EnergyTransport': '0.022708074534161477', 'Finance': '-0.01730894308943089', 'Health': '0.01709375000000002', 'LaborEmployment': '0.0969'}","{'Health': 63381, 'Finance, Insurance & Real Estate': 190417, 'Defense & Global Relations': 16401, 'Agriculture, Food, & Consumer Goods': 26496, 'Labor/Employment': 182043, 'Energy & Transportation': 89581}"
141,0.749,400141,False,House,115,1957-06-19,8,Trent,M,False,Franks,2019-04-08 10:25:08 -0400,,,25.0,3.71,2018,2435 Rayburn House Office Building,R,,16,Rep.,AZ,,,Representative,0.0,673.0,95.66,N00006423,F000448,"{'AgFood': '0.04203846153846152', 'DefenseGlobal': '0.09016438356164382', 'EnergyTransport': '0.04825641025641026', 'Finance': '-0.09151428571428577', 'Health': '-0.0004067796610169589', 'LaborEmployment': '-0.0041764705882352945'}","{'Health': 2000, 'Finance, Insurance & Real Estate': 18700, 'Defense & Global Relations': 35500, 'Agriculture, Food, & Consumer Goods': 500, 'Labor/Employment': 3500, 'Energy & Transportation': 8250}"
142,0.292,400142,False,House,115,1946-04-29,11,Rodney,M,False,Frelinghuysen,2019-04-08 10:25:08 -0400,,,24.0,1.98,2018,2306 Rayburn House Office Building,R,,24,Rep.,NJ,,,Representative,0.0,1212.0,95.86,N00000684,F000372,"{'AgFood': '-0.02460526315789473', 'DefenseGlobal': '0.06314285714285715', 'EnergyTransport': '0.012279661016949151', 'Finance': '-0.0966', 'Health': '-0.054166666666666655', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 117100, 'Finance, Insurance & Real Estate': 368645, 'Defense & Global Relations': 177100, 'Agriculture, Food, & Consumer Goods': 41250, 'Labor/Employment': 42000, 'Energy & Transportation': 163906}"
143,-0.583,412327,False,House,115,1952-10-29,11,Marcia,F,False,Fudge,2019-04-08 10:25:08 -0400,,L.,47.0,3.88,2018,2344 Rayburn House Office Building,D,,12,Rep.,OH,,,Representative,2.0,1212.0,94.91,N00030490,F000455,"{'AgFood': '-0.01672413793103449', 'DefenseGlobal': '0.055639175257731946', 'EnergyTransport': '0.033429487179487155', 'Finance': '-0.021962406015037586', 'Health': '0.03670149253731345', 'LaborEmployment': '0.04845454545454546'}","{'Health': 17612, 'Finance, Insurance & Real Estate': 166702, 'Defense & Global Relations': 9500, 'Agriculture, Food, & Consumer Goods': 109500, 'Labor/Employment': 178250, 'Energy & Transportation': 59007}"
144,-0.28,412532,False,House,115,1981-04-12,2,Tulsi,F,False,Gabbard,2019-04-08 10:25:08 -0400,,,68.0,5.61,2018,1433 Longworth House Office Building,D,,6,Rep.,HI,,,Representative,2.0,1212.0,92.71,N00033281,G000571,"{'AgFood': '-0.025677419354838703', 'DefenseGlobal': '0.07910101010101012', 'EnergyTransport': '0.021473372781065078', 'Finance': '-0.022954545454545443', 'Health': '-0.0508923076923077', 'LaborEmployment': '0.04845454545454546'}","{'Health': 77991, 'Finance, Insurance & Real Estate': 106030, 'Defense & Global Relations': 8377, 'Agriculture, Food, & Consumer Goods': 8323, 'Labor/Employment': 16206, 'Energy & Transportation': 32568}"
